geneId	geneSymbol	DSI	DPI	PLI	protein_class_name	protein_class	NofDiseases	NofPmids
   404550	C16orf74	0.839	0.346	0.49655			   7	    4
   404552	SCGB1D4	0.861	0.231	0.057471			  11	    8
   404635	NANOGP1	0.931	0.269				   3	    2
   404663	LINC01194	0.47	0.769				 249	  564
   404672	GTF2H5	0.556	0.769	0.045238			 152	   87
   404677	CIMT	0.695	0.462				  29	   30
   404682	MYP5	0.931	0.038				   2	    2
   404684	PHOBS	0.821	0.038				   8	    6
   404714	SLEB4	0.861	0.154				   4	    2
   404734	ANKHD1-EIF4EBP3	0.805	0.346	1			   8	   15
   404744	NPSR1-AS1	1					   4	    3
   404785	POTEG	0.89	0.077	4.8749e-11			   6	    1
   405753	DUOXA2	0.7	0.423	1.2666e-15			  33	   21
   405754	ERVFRD-1	0.805	0.115	0.025857			  10	    6
   406874	DYX8	0.861	0.115				   6	    8
   406881	MIRLET7A1	0.805	0.192				  10	    6
   406882	MIRLET7A2	0.716	0.269				  17	    7
   406883	MIRLET7A3	0.751	0.269				  18	   10
   406884	MIRLET7B	0.493	0.769				 186	  154
   406885	MIRLET7C	0.514	0.808				 154	  115
   406886	MIRLET7D	0.579	0.692				  82	   50
   406887	MIRLET7E	0.592	0.769				  72	   49
   406888	MIRLET7F1	0.839	0.115				   8	    5
   406889	MIRLET7F2	0.839	0.154				   6	    4
   406890	MIRLET7G	0.606	0.769				  68	   49
   406891	MIRLET7I	0.575	0.615				  86	   60
   406892	MIR100	0.521	0.846				 146	  142
   406893	MIR101-1	0.78	0.231				  13	   10
   406894	MIR101-2	0.821	0.154				  12	    5
   406895	MIR103A1	0.89	0.077				   4	    1
   406896	MIR103A2	0.89	0.077				   4	    3
   406897	MIR105-1	0.931	0.115				   5	    2
   406899	MIR106A	0.524	0.846				 140	  146
   406900	MIR106B	0.523	0.808				 143	  155
   406901	MIR107	0.543	0.769				 123	  138
   406902	MIR10A	0.513	0.846				 158	  116
   406903	MIR10B	0.509	0.808				 167	  224
   406904	MIR1-1	0.792	0.115				  11	    5
   406905	MIR1-2	0.931	0.077				   4	    4
   406906	MIR122	0.468	0.808				 250	  555
   406907	MIR124-1	0.663	0.5				  38	   22
   406908	MIR124-2	0.716	0.269				  21	   17
   406909	MIR124-3	0.76	0.346				  13	   10
   406910	MIR125A	0.48	0.769				 225	  248
   406911	MIR125B1	0.656	0.538				  37	   19
   406912	MIR125B2	0.659	0.423				  38	   14
   406913	MIR126	0.447	0.846				 305	  440
   406914	MIR127	0.553	0.692				 105	   71
   406915	MIR128-1	0.695	0.346				  28	   11
   406916	MIR128-2	0.711	0.423				  20	   15
   406917	MIR129-1	0.792	0.115				  12	    5
   406918	MIR129-2	0.653	0.654				  43	   30
   406919	MIR130A	0.522	0.808				 141	  138
   406920	MIR130B	0.547	0.808				 115	  114
   406921	MIR132	0.485	0.846				 222	  206
   406922	MIR133A1	0.821	0.308				   8	    6
   406923	MIR133A2	0.805	0.269				   8	    5
   406924	MIR134	0.542	0.769				 126	  111
   406925	MIR135A1	0.861	0.077				   6	    2
   406926	MIR135A2						   1	    1
   406927	MIR136	0.584	0.731				  79	   61
   406928	MIR137	0.513	0.846				 171	  268
   406929	MIR138-1	0.861	0.192				   8	    5
   406930	MIR138-2	0.931	0.154				   4	    3
   406931	MIR139	0.527	0.808				 138	  166
   406932	MIR140	0.522	0.769				 144	  187
   406933	MIR141	0.497	0.808				 179	  258
   406934	MIR142	0.48	0.846				 220	  222
   406935	MIR143	0.462	0.885				 267	  401
   406936	MIR144	0.5	0.769				 175	  188
   406937	MIR145	0.431	0.846				 366	  681
   406938	MIR146A	0.398	0.885				 505	  866
   406939	MIR147A	0.716	0.423				  21	   11
   406940	MIR148A	0.506	0.846				 172	  208
   406941	MIR149	0.524	0.769				 140	  186
   406942	MIR150	0.455	0.808				 282	  300
   406943	MIR152	0.521	0.769				 136	  129
   406944	MIR153-1	0.89	0.154				   4	    2
   406946	MIR154	0.593	0.577				  71	   43
   406947	MIR155	0.384	0.885				 584	 1025
   406948	MIR15A	0.482	0.808				 221	  254
   406949	MIR15B	0.532	0.769				 134	  105
   406950	MIR16-1	0.623	0.5				  57	   63
   406951	MIR16-2	0.736	0.346				  17	    8
   406952	MIR17	0.459	0.846				 270	  355
   406953	MIR18A	0.52	0.846				 154	  149
   406954	MIR181A2	0.57	0.654				  85	   69
   406955	MIR181B1	0.89	0.115				   5	    5
   406957	MIR181C	0.555	0.769				 103	   69
   406958	MIR182	0.486	0.846				 211	  257
   406959	MIR183	0.494	0.885				 190	  204
   406960	MIR184	0.542	0.769				 119	   83
   406961	MIR185	0.551	0.808				 106	  115
   406962	MIR186	0.551	0.808				 105	  102
   406963	MIR187	0.593	0.731				  71	   42
   406964	MIR188	0.612	0.808				  61	   41
   406965	MIR190A	0.65	0.423				  44	   28
   406966	MIR191	0.548	0.731				 112	   91
   406967	MIR192	0.503	0.846				 173	  171
   406968	MIR193A	0.541	0.731				 116	  130
   406969	MIR194-1	0.821	0.154				   7	    2
   406970	MIR194-2	1	0.077				   1	    1
   406971	MIR195	0.496	0.769				 180	  263
   406972	MIR196A1	0.599	0.577				  68	   42
   406973	MIR196A2	0.599	0.577				  70	   49
   406974	MIR197	0.565	0.615				  93	   66
   406975	MIR198	0.633	0.462				  51	   40
   406976	MIR199A1	0.578	0.577				  87	   86
   406977	MIR199A2	0.578	0.577				  87	   86
   406978	MIR199B	0.588	0.615				  71	   51
   406979	MIR19A	0.512	0.808				 151	  165
   406980	MIR19B1	0.529	0.769				 144	  125
   406981	MIR19B2	0.931	0.077				   2	    1
   406982	MIR20A	0.498	0.769				 180	  217
   406983	MIR200A	0.519	0.808				 156	  196
   406984	MIR200B	0.5	0.769				 180	  234
   406985	MIR200C	0.486	0.846				 202	  348
   406986	MIR203A	0.471	0.808				 237	  350
   406987	MIR204	0.487	0.808				 203	  263
   406988	MIR205	0.482	0.846				 210	  338
   406989	MIR206	0.477	0.846				 226	  257
   406990	MIR208A	0.659	0.5				  38	   26
   406991	MIR21	0.363	0.846				 726	 1912
   406992	MIR210	0.46	0.846				 277	  337
   406993	MIR211	0.552	0.577				 106	   98
   406994	MIR212	0.535	0.808				 126	  110
   406995	MIR181A1	0.792	0.231				  11	    5
   406996	MIR214	0.48	0.808				 221	  298
   406997	MIR215	0.559	0.654				  96	   88
   406998	MIR216A	0.582	0.654				  79	   76
   406999	MIR217	0.543	0.769				 116	  109
   407000	MIR218-1	0.722	0.231				  18	    7
   407001	MIR218-2	0.716	0.385				  19	    7
   407002	MIR219A1	0.595	0.615				  75	   61
   407003	MIR219A2	0.839	0.269				   8	    4
   407004	MIR22	0.496	0.808				 195	  213
   407006	MIR221	0.449	0.846				 304	  498
   407007	MIR222	0.486	0.808				 210	  252
   407008	MIR223	0.433	0.808				 348	  389
   407009	MIR224	0.534	0.654				 128	  136
   407010	MIR23A	0.499	0.808				 174	  173
   407011	MIR23B	0.523	0.808				 137	  130
   407012	MIR24-1	0.584	0.731				  74	   40
   407013	MIR24-2	0.711	0.192				  24	    9
   407014	MIR25	0.517	0.769				 148	  143
   407015	MIR26A1	0.653	0.577				  38	   20
   407016	MIR26A2	0.821	0.115				   7	    3
   407017	MIR26B	0.529	0.808				 128	  124
   407018	MIR27A	0.466	0.846				 248	  333
   407019	MIR27B	0.529	0.769				 141	  141
   407020	MIR28	0.597	0.731				  75	   48
   407021	MIR29A	0.459	0.808				 278	  362
   407022	MIR296	0.564	0.654				  95	   68
   407023	MIR299	0.626	0.462				  49	   26
   407024	MIR29B1	0.485	0.846				 212	  254
   407025	MIR29B2	0.484	0.885				 214	  244
   407026	MIR29C	0.496	0.808				 183	  174
   407027	MIR301A	0.558	0.808				 102	   78
   407028	MIR302A	0.601	0.5				  65	   44
   407029	MIR30A	0.478	0.808				 218	  243
   407030	MIR30B	0.555	0.808				 109	   80
   407031	MIR30C1	0.552	0.769				 109	  100
   407032	MIR30C2	0.546	0.769				 115	  113
   407033	MIR30D	0.563	0.654				  97	   70
   407034	MIR30E	0.576	0.769				  88	   61
   407035	MIR31	0.471	0.769				 235	  306
   407036	MIR32	0.619	0.577				  55	   57
   407037	MIR320A	0.526	0.808				 145	  121
   407039	MIR33A	0.56	0.654				 100	  105
   407040	MIR34A	0.421	0.846				 428	  879
   407041	MIR34B	0.509	0.808				 165	  176
   407042	MIR34C	0.541	0.885				 131	  113
   407043	MIR7-1	0.628	0.692				  52	   42
   407044	MIR7-2	0.623	0.692				  54	   44
   407045	MIR7-3	0.626	0.692				  53	   40
   407046	MIR9-1	0.705	0.577				  24	   17
   407047	MIR9-2	0.792	0.231				  10	    8
   407048	MIR92A1	0.769	0.269				  17	   13
   407049	MIR92A2	0.805	0.269				   9	    7
   407050	MIR93	0.507	0.808				 171	  182
   407051	MIR9-3	0.716	0.346				  22	   15
   407052	MIR95	0.663	0.577				  38	   24
   407053	MIR96	0.536	0.769				 134	  144
   407054	MIR98	0.565	0.731				 104	  100
   407055	MIR99A	0.536	0.808				 122	  109
   407056	MIR99B	0.633	0.615				  52	   39
   407738	TAFA1	0.931	0.038	0.33119			   4	    3
   407973	SCA20	1	0.077				   1	    0
   407975	MIR17HG	0.483	0.808				 224	  247
   407977	TNFSF12-TNFSF13	0.579	0.615	0.76997			  91	   63
   408050	NOMO3			9.5825e-05			   1	    1
   408186	OVOS	1	0.077				   1	    1
   408221	SCA26						   3	    2
   408259	HPC3	0.805	0.115				   7	   10
   408260	HPC4	0.931	0.077				   3	    2
   414059	TBC1D3B	0.931	0.077	0.21949			   3	    1
   414060	TBC1D3C	0.931	0.077	0.00024562			   4	    1
   414061	DNAJB3	0.931	0.115				   3	    4
   414062	CCL3L3	0.743	0.269	0.31517			  15	   10
   414152	C10orf105	0.861	0.231	0.084246			   6	    3
   414235	PRR26	1	0.077	0.25576			   1	    1
   414236	C10orf55	0.931	0.115	0.014376			   4	    5
   414243	LINC00595	0.89	0.115				   5	    5
   414245	DNAJC9-AS1	1	0.192				   2	    1
   414301	DDI1	0.861	0.115	2.1471e-09			   4	    2
   414325	DEFB103A	0.573	0.731				  84	   72
   414760	HCG14	1	0.077				   1	    1
   414764	HCG23	1	0.038				   1	    1
   414765	HCG25	1	0.077				   1	    1
   414771	DDR1-DT	0.931	0.115				   2	    3
   414777	HCG18	0.722	0.538				  27	   19
   414778	HCG17	0.769	0.346				  17	   16
   414886	SPG27	0.89	0.231				   3	    2
   414899	BLID	0.736	0.269				  20	   10
   414918	DENND6B	1	0.038	3.7856e-09			   2	    1
   415056	CNTFR-AS1	0.931	0.038				   3	    2
   415116	PIM3	0.621	0.654	0.98192			  62	   61
   425054	VCX3B	0.89	0.269	0.33685			   4	    1
   431704	RGS21	1	0.077	3.8018e-05			   1	    1
   431705	ASTL	0.931	0.115	6.048e-07			   3	    2
   431707	LHX8	0.805	0.231	0.51572			  10	    4
   431708	MDD1	0.682	0.308				  37	   25
   431709	MDD2	0.89	0.154				   3	    2
   431712	CMT2G	1	0.077				   1	    1
   432355	SLURP2	0.931	0.038				   2	    1
   439916	LINC00615	1	0.038				   1	    1
   439921	MXRA7	0.89	0.154	0.00079422			   5	    4
   439927	LINC01555	0.931	0.115	0.094516			   5	    2
   439934	LINC00575						   1	    1
   439936	C5orf17	0.931	0.115				   3	    2
   439949	PRKCQ-AS1	0.89	0.115				   6	    2
   439950	CELF2-AS2						   3	    3
   439990	LINC00857	0.821	0.192				  11	    4
   440026	TMEM41B	0.861	0.115	0.28842			   6	    4
   440028	LINC02709	1	0.038				   1	    1
   440040	LOC440040	0.89	0.077				   5	    1
   440044	SLC22A20P						   2	    1
   440063	PPIAP43	1	0.077				   1	    1
   440068	CARD17	0.89	0.077	6.6679e-05			   4	    4
   440073	IQSEC3			0.0038704			   1	    1
   440077	ZNF705A	1	0.077	0.00064453			   1	    1
   440087	SMCO3			0.014367			   1	    1
   440093	H3-5	1	0.038				   1	    1
   440097	DBX2	0.89	0.231	6.0563e-06			   7	    2
   440117	LINC02372	1	0.038				   1	    1
   440119	FZD10-AS1	0.931	0.038				   2	    1
   440138	ALG11	0.722	0.346	6.1729e-09			  47	    6
   440163	RNASE13	0.805	0.231	0.31626			   7	    3
   440193	CCDC88C	0.647	0.346	3.3027e-08			  54	   20
   440225	NF1P2	1	0.115				   1	    1
   440275	EIF2AK4	0.603	0.577	1.2356e-15			  89	   65
   440278	CATSPER2P1	0.931	0.038				   7	    4
   440279	UNC13C	0.931	0.115	2.1692e-15			  11	    6
   440288	UBL7-AS1	1					   2	    1
   440335	SMIM22	0.931	0.077	6.5039e-05			   4	    1
   440348	NPIPB15	1	0.038	5.3603e-06			   1	    1
   440350	NPIPB7	1	0.038	0.016363			   1	    1
   440359	YBX3P1	0.805	0.115				   7	    1
   440387	CTRB2	0.861	0.115	0.00036704			   5	    6
   440400	RNASEK	0.861	0.154	0.50355			   5	    2
   440416	CCDC144NL-AS1	1	0.038				   2	    1
   440423	SUZ12P1	0.89	0.115				  11	    8
   440435	GPR179	0.716	0.115	3.228e-27			  23	    5
   440503	PLIN5	0.695	0.346	1.0481e-11			  27	   17
   440515	ZNF506			1.6558e-09			   2	    1
   440533	PSG8	0.743	0.423	1.6761e-23			  17	   13
   440556	PRDM16-DT	0.805	0.231				   9	    4
   440574	MICOS10	0.931	0.038	0.78732			  10	   10
   440584	SLC2A1-AS1	1					   8	    5
   440585	FAM183A	0.931	0.038	0.041627			   3	    2
   440590	ZYG11A	0.861	0.115	1.2573e-11			  10	    5
   440595	EEF1A1P11	1	0.077				   1	    1
   440603	BCL2L15	0.89	0.192	0.048246			   4	    4
   440689	H2BC18			0.004633			   1	    0
   440695	ETV3L			6.196e-08			   1	    1
   440699	LRRC52			7.3202e-06			   1	    1
   440704	LINC01720	1	0.038				   3	    2
   440714	LINC02869	1	0.038	0.095863			   5	    4
   440730	TRIM67	0.821	0.231	0.96542			   8	    4
   440738	MAP1LC3C	0.792	0.385	5.8124e-06			  13	    8
   440822	PIWIL3	0.839	0.115	5.3547e-32			  11	    4
   440823	MIAT	0.573	0.692				  84	   70
   440829	SHISA8	0.861	0.231	0.37777			   4	   10
   440836	ODF3B	0.931	0.115	0.0045516			   2	    1
   440854	CAPN14	0.821	0.192	1.5664e-21			   7	   13
   440894	LINC01123	1	0.077				   1	    1
   440900	LINC01191	0.736	0.385				  20	   16
   440905	FAR2P1	1	0.038				   1	    1
   440915	POTEKP	0.542	0.769				 131	  147
   440926	H3P6	1	0.038				   1	    1
   440944	THUMPD3-AS1	1	0.077				   3	    2
   440957	SMIM4	0.89	0.154	0.19943			  10	    6
   440970	LINC00971	1	0.038				   2	    3
   440993	MIR570HG	1	0.038				   1	    1
   441024	MTHFD2L			6.8566e-06			   6	    4
   441046	GUSBP5	1	0.038				   2	    2
   441051	HSP90AA6P	1	0.077				   1	    1
   441061	MARCHF11	0.769	0.385	0.003113			  14	   11
   441094	NR2F1-AS1	0.78	0.308				  14	   18
   441108	IRF1-AS1	0.67	0.385	0.0041687			  44	   36
   441151	TMEM151B	0.792	0.346	0.13582			  12	    8
   441168	CALHM6	0.89	0.192	0.009461			   7	    4
   441194	PMS2CL	0.861	0.231				   4	    4
   441204	LOC441204	1	0.038				   3	    1
   441208	ZNRF2P1						   1	    1
   441212	RP9P	0.931	0.077				   4	    2
   441250	TYW1B	1	0.038	5.4289e-20			   3	    4
   441263	DTX2P1-UPK3BP1-PMS2P11						   3	    8
   441282	AKR1B15			3.6787e-22			   1	    1
   441355	MIR2052HG	0.861	0.115	0.16336			   5	    4
   441389	LINC01239	1	0.038				   2	    4
   441432	AQP7P3	0.861	0.038				   4	    1
   441459	ANKRD18B	0.89	0.077	1.492e-10			   4	    1
   441461	STX17-AS1	0.89	0.192				   6	    6
   441478	NRARP	0.722	0.308	0.20859			  24	    8
   441501	LINC00891						   1	    1
   441509	GLRA4	1	0.038	9.3781e-09			   3	    1
   441531	PGAM4	1	0.038				   2	    2
   441549	CDNF	0.78	0.231	6.1335e-07			  15	   27
   441631	TSPAN11	0.931	0.038	6.945e-07			   3	    2
   441897	PGBP	1	0.077				   1	    1
   441925	BECN2	0.89	0.192				   8	    3
   441931	VN1R17P	0.529	0.923				 167	  215
   441933	OR13G1	1	0.038	0.15033			   1	    1
   441951	ZFAS1	0.582	0.615				  82	   78
   442038	SULT1C3	0.839	0.077	4.4266e-18			   8	    2
   442075	EMC3-AS1						   3	    2
   442108	RPL22P13						   1	    1
   442114	KRT19P3	0.931	0.077				   3	    1
   442117	GALNTL6			4.3214e-09			   3	    3
   442167	ASS1P1	0.931	0.077				   2	    1
   442184	OR2B3	1	0.038	0.0068596			   1	    1
   442186	OR2J3	1	0.077	0.0098541			   2	    1
   442191	OR14J1	0.89	0.154	0.0016678			   4	    4
   442204	MYL8P	1	0.115				   1	    1
   442206	GPR166P	0.531	0.923				 165	  213
   442213	PTCHD4			0.00016171			   2	    3
   442227	EEF1B2P5						   1	    1
   442253	NEPNP	1	0.115				   2	    2
   442425	FOXB2	0.839	0.154	6.7467e-05			   7	    2
   442444	FAM47C	0.931	0.077				   2	    1
   442459	XRCC6P5	0.579	0.769				  84	  111
   442524	DPY19L2P3	1	0.038				   2	    2
   442582	STAG3L2	1	0.077				   1	    1
   442721	LMOD2	0.805	0.154	0.00055222			   9	    5
   442862	PRY2	0.931	0.077				   3	    1
   442867	BPY2B	0.839	0.115				   6	    3
   442868	BPY2C	0.839	0.115				   6	    3
   442890	MIR133B	0.555	0.808				 109	  144
   442891	MIR135B	0.554	0.731				 111	  106
   442892	MIR148B	0.592	0.692				  78	   70
   442893	MIR151A	0.682	0.538				  35	   24
   442894	MIR302B	0.65	0.462				  43	   29
   442895	MIR302C	0.711	0.269				  24	   17
   442896	MIR302D	0.7	0.538				  29	   12
   442897	MIR323A	0.641	0.577				  46	   26
   442898	MIR324	0.61	0.731				  61	   44
   442899	MIR325	0.78	0.423				  15	   13
   442900	MIR326	0.56	0.731				  95	   93
   442901	MIR328	0.558	0.769				  99	   73
   442902	MIR330	0.584	0.692				  81	   74
   442903	MIR331	0.612	0.615				  63	   49
   442904	MIR335	0.521	0.808				 141	  148
   442905	MIR337	0.61	0.692				  63	   39
   442906	MIR338	0.535	0.808				 128	  134
   442907	MIR339	0.608	0.615				  61	   47
   442908	MIR340	0.561	0.692				  99	   86
   442909	MIR342	0.547	0.769				 111	   88
   442910	MIR345	0.619	0.462				  56	   24
   442911	MIR346	0.631	0.615				  52	   37
   442912	MIR367	0.59	0.654				  71	   33
   442913	MIR376C	0.623	0.615				  51	   40
   442914	MIR369	0.666	0.5				  38	   16
   442915	MIR370	0.546	0.808				 112	   73
   442916	MIR371A	0.647	0.5				  49	   36
   442917	MIR372	0.593	0.615				  72	   48
   442918	MIR373	0.556	0.692				  97	   92
   442919	MIR374A	0.617	0.615				  57	   47
   442920	MIR196B	0.561	0.731				 100	   81
   444882	IGFL4			0.0011794			   1	    1
   445329	SULT1A4	0.821	0.346	0.38477			  11	   11
   445347	TARP	0.638	0.5				  44	   46
   445372	TRIM6-TRIM34	0.931	0.077	4.3078e-19			   4	    4
   445582	POTEE	0.861	0.115	0.0011938			   5	    2
   445815	PALM2AKAP2	0.751	0.385	6.0664e-05			  22	   12
   448831	FRG2	0.931	0.154	0.36635			   2	    6
   448834	KPRP	0.821	0.192	3.0815e-12			   6	    3
   448962	DFNA54	0.931	0.115				   2	    2
   448990	TAS2R6P	1	0.038				   1	    1
   449483	DFNB45						   1	    1
   449488	DFNB46	1	0.115				   1	    1
   449489	DFNB47	1	0.038				   2	    2
   449520	GGNBP1	0.769	0.462	0.69112			  21	   31
   449619	ERVK-7	0.722	0.346				  23	   22
   450087	ADHD1						   1	    1
   450088	ADHD2	0.931	0.115				   2	    2
   450090	ADHD4	1	0.038				   2	    2
   450092	KTCN2	1	0.038				   1	    1
   450093	LNCR1	0.711	0.423				  20	    7
   450095	PLF	0.544	0.731				 124	  142
   450097	RLS2	0.931	0.115				   2	    2
   474159	DYX9	0.931	0.115				   2	    1
   474168	WG	0.595	0.808				  61	   54
   474170	LRRC37A2	0.839	0.154	1.1396e-07			   7	    3
   474338	SUMO1P3	0.736	0.192				  20	    8
   474344	GIMAP6	0.931	0.115	0.14212			   5	    5
   474354	LRRC18	0.931	0.115	3.5136e-05			   2	    3
   474382	H2AB1	1	0.038				   1	    1
   474383	F8A2	0.931	0.154				   2	    5
   474384	F8A3	0.931	0.154				   2	    5
   493753	COA5	0.821	0.192	0.018348			   7	    3
   493812	HCG11	0.861	0.115				   7	    5
   493818	MYMY3	1	0.077				   1	    0
   493821	ZNF603P	1	0.038				   1	    1
   493829	TRIM72	0.705	0.385	4.632e-05			  34	   25
   493856	CISD2	0.59	0.692	0.41583			 106	   54
   493861	EID3	0.931	0.077	0.40761			   7	    3
   493869	GPX8	1	0.077	0.053068			   1	    1
   493900	TMEM9B-AS1						   1	    1
   493901	RNASE12	0.931	0.154	0.0083516			   2	    2
   494115	RBMXL1	0.805	0.308	0.029284			  10	    5
   494141	SLC25A51P4			0.035174			   1	    1
   494143	CHAC2	0.861	0.077	2.2869e-06			   5	    2
   494148	DFNB55						   1	    1
   494188	FBXO47	0.931	0.192	0.035287			   4	    2
   494323	MIR361	0.578	0.654				  79	   60
   494324	MIR375	0.476	0.769				 226	  316
   494325	MIR376A1	0.7	0.346				  25	   10
   494326	MIR377	0.587	0.731				  74	   59
   494327	MIR378A	0.532	0.808				 127	  108
   494328	MIR379	0.615	0.538				  56	   32
   494329	MIR380	0.76	0.269				  13	    7
   494330	MIR381	0.584	0.654				  79	   63
   494331	MIR382	0.603	0.692				  71	   58
   494332	MIR383	0.608	0.731				  65	   49
   494333	MIR384	0.612	0.731				  55	   43
   494334	MIR422A	0.653	0.538				  38	   30
   494335	MIR423	0.566	0.769				  91	   90
   494336	MIR424	0.535	0.769				 131	  135
   494337	MIR425	0.581	0.654				  78	   61
   494470	RNF165	0.89	0.269	0.97194			   4	    3
   494513	PJVK	0.769	0.115	3.7194e-08			  15	   16
   494514	TYMSOS	1	0.115	0.15771			   1	    1
   494551	WEE2	0.89	0.154	4.8102e-06			   4	    1
   497188	GLC1I	0.931	0.038				   2	    1
   497189	TIFAB	0.839	0.154	1.4279e-05			   6	    2
   497190	CLEC18B	0.839	0.038	1.2431e-06			  12	    2
   497231	CLN9	0.89	0.115				   4	    3
   497258	BDNF-AS	0.638	0.538				  77	   94
   497657	ANIB3	0.931	0.077				   4	    2
   503538	A1BG-AS1	1	0.077				   5	    1
   503542	SPRN	0.839	0.154	0.29377			   7	    4
   503569	RGMB-AS1	0.769	0.231				  14	    6
   503614	DEFB107B	1	0.038				   1	    1
   503618	DEFB104B	0.638	0.692	0.33176			  42	   27
   503637	DUXAP8	0.7	0.269				  24	   14
   503638	DUXAP9	0.628	0.423				  48	   27
   503639	DUXAP10	0.691	0.308				  29	   13
   503694	DEFB108A	1	0.038				   1	    1
   503834	DPRX			2.4069e-06			   1	    0
   503835	DUXA	0.931	0.115	3.0459e-08			   2	    2
   503837	DEFB108C	1	0.038				   1	    1
   503841	DEFB106B	0.931	0.038	0.081151			   2	    1
   541466	CT45A1	0.76	0.231	0.30048			  18	    7
   541468	LURAP1	0.839	0.192	0.011822			   6	    3
   541471	MIR4435-2HG	0.604	0.692				  86	   68
   541472	IL6-AS1	1	0.077				   1	    1
   541565	C8orf58			4.5689e-05			   1	    1
   542767	PCOTH	0.861	0.115				   5	    2
   548313	SSX4B	0.821	0.154	0.15282			   9	    5
